res_change_id, res_change_type, res_change_size, rc_start, jdata_start, jdata_end, pset_start, rc_publish_start, apply_start, rc_end1, rc_deregistered, rc_finalized, rc_end2;
1,2,2,1637671644365122,1637671644365125,1637671644365154,1637671644365165,1637671644365389,1637671644365398,1637671644365406,1637671644845184,1637671644855906,1637671644856003
2,2,2,1637671649208185,1637671649208187,1637671649208213,1637671649208216,1637671649208436,1637671649208445,1637671649208451,1637671649533783,1637671649538727,1637671649538799
3,2,2,1637671653331560,1637671653331562,1637671653331585,1637671653331588,1637671653335387,1637671653335396,1637671653335403,1637671653563503,1637671653568926,1637671653568995
4,2,2,1637671656727568,1637671656727571,1637671656727596,1637671656727599,1637671656728236,1637671656728247,1637671656728258,1637671657134113,1637671657140055,1637671657140120
5,2,2,1637671659739557,1637671659739560,1637671659739586,1637671659739589,1637671659739819,1637671659739830,1637671659739837,1637671659895254,1637671659916054,1637671659916110
6,2,2,1637671661923492,1637671661923494,1637671661923518,1637671661923522,1637671661923754,1637671661923764,1637671661923771,1637671661991247,1637671662007947,1637671662008003
7,2,2,1637671663352035,1637671663352038,1637671663352059,1637671663352061,1637671663352249,1637671663352259,1637671663352265,1637671663361598,1637671663367154,1637671663367198
