res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,2,2,1637671644365490,1637671644365499,1637671644365528,1637671644366541,1637671644845198,1637671644855925,1637671644856003
2,2,2,1637671649212100,1637671649212108,1637671649212142,1637671649216634,1637671649533826,1637671649538745,1637671649538799
3,2,2,1637671653343549,1637671653343555,1637671653343606,1637671653346593,1637671653563517,1637671653568944,1637671653568996
4,2,2,1637671656728386,1637671656728394,1637671656728425,1637671656788652,1637671657134128,1637671657140072,1637671657140121
5,2,2,1637671659740168,1637671659740177,1637671659740236,1637671659751491,1637671659895270,1637671659916068,1637671659916111
6,2,2,1637671661924177,1637671661924185,1637671661924245,1637671661925822,1637671661991259,1637671662007967,1637671662008003
7,2,2,1637671663352343,1637671663352354,1637671663352482,1637671663354038,1637671663361611,1637671663367172,1637671663367199
