res_change_id, res_change_type, res_change_size, rc_start, jdata_start, jdata_end, pset_start, rc_publish_start, apply_start, rc_end1, rc_deregistered, rc_finalized, rc_end2;
1,1,2,1637671525293205,1637671525293207,1637671525293248,1637671525293254,1637671525293272,1637671525293280,1637671525293404,0,0,1637671525373127
2,1,2,1637671526743260,1637671526743262,1637671526743301,1637671526743304,1637671526743325,1637671526743335,1637671526743543,0,0,1637671526849562
3,1,2,1637671529162976,1637671529162978,1637671529163030,1637671529163033,1637671529163054,1637671529163064,1637671529167627,0,0,1637671529270266
4,1,2,1637671531635489,1637671531635491,1637671531635566,1637671531635570,1637671531635598,1637671531635610,1637671531635814,0,0,1637671531787465
5,1,2,1637671535383490,1637671535383492,1637671535383566,1637671535383569,1637671535383589,1637671535383598,1637671535383773,0,0,1637671535504944
6,1,2,1637671539899446,1637671539899449,1637671539899539,1637671539899542,1637671539899563,1637671539899573,1637671539920178,0,0,1637671540109332
7,1,2,1637671544948782,1637671544948784,1637671544948894,1637671544948897,1637671544948917,1637671544948927,1637671544949082,0,0,1637671545084853
