res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,2,1637671525293545,1637671525293547,1637671525294976,1637671525295475,1637671525373125,0,1637671525373126
2,1,2,1637671526743884,1637671526743887,1637671526744368,1637671526747563,1637671526849559,0,1637671526849562
3,1,2,1637671529168014,1637671529168017,1637671529168512,1637671529175276,1637671529270264,0,1637671529270266
4,1,2,1637671531636067,1637671531636071,1637671531636998,1637671531668011,1637671531787462,0,1637671531787465
5,1,2,1637671535384020,1637671535384024,1637671535384423,1637671535384956,1637671535504940,0,1637671535504944
6,1,2,1637671539920429,1637671539920433,1637671539921346,1637671539922054,1637671540109328,0,1637671540109332
7,1,2,1637671544949237,1637671544949241,1637671544949678,1637671544950338,1637671545084847,0,1637671545084852
