res_change_id, app_start, init_start, init_end, confirm_start, confirm_end, sim_start, sim_end, finalize_start, finalize_end, start_writing, end_writing
3,1637686312465600,1637686312465711,1637686312571860,1637686312572404,1637686312577520,1637686315188564,1637686320441313,1637686320441322,1637686320469006,1637686320469015,1637686320469106
