iteration, res_change_id, num_procs, delta_procs, rc_status, rc_start, get_rc_start, psetop_start, accept_start, accept_end, reinit_start, rc_end, rebalance_start, work_start, work_end, iteration_end
1,0,10,0,0,1637671130731798,0,0,0,0,0,0,1637671130256908,1637671130499305,1637671130574176,1637671130731798
2,0,10,0,0,1637671130999682,0,0,0,0,0,0,1637671130731818,1637671130823750,1637671130996050,1637671130999682
3,0,10,0,0,1637671131303745,0,0,0,0,0,0,1637671130999707,1637671131191339,1637671131255828,1637671131303745
4,0,10,0,0,1637671131587868,0,0,0,0,0,0,1637671131303758,1637671131386487,1637671131469380,1637671131587868
5,0,10,0,0,1637671131951239,0,0,0,0,0,0,1637671131587883,1637671131719303,1637671131801903,1637671131951239
6,0,10,0,0,1637671132263808,0,0,0,0,0,0,1637671131951255,1637671132105646,1637671132179414,1637671132263808
7,0,10,0,0,1637671132539270,0,0,0,0,0,0,1637671132263831,1637671132355450,1637671132473380,1637671132539270
8,0,10,0,0,1637671132776147,0,0,0,0,0,0,1637671132539284,1637671132583731,1637671132663565,1637671132776147
9,0,10,0,0,1637671133107723,0,0,0,0,0,0,1637671132776164,1637671132962704,1637671133069217,1637671133107723
10,0,10,0,0,1637671133355553,0,0,0,0,0,0,1637671133107759,1637671133275816,1637671133355397,1637671133355553
11,1,10,2,1,1637671133627319,1637671133627335,1637671133663373,1637671133763922,1637671133968081,1637671133968084,1637671134044924,1637671133355574,1637671133464060,1637671133576556,1637671134045027
12,0,12,0,0,1637671134623749,0,0,0,0,0,0,1637671134045197,1637671134291830,1637671134382779,1637671134623749
13,0,12,0,0,1637671134920454,0,0,0,0,0,0,1637671134623782,1637671134647442,1637671134715935,1637671134920455
14,0,12,0,0,1637671135235434,0,0,0,0,0,0,1637671134920470,1637671134991455,1637671135167109,1637671135235434
15,0,12,0,0,1637671135523388,0,0,0,0,0,0,1637671135235452,1637671135332154,1637671135401795,1637671135523388
16,0,12,0,0,1637671135813101,0,0,0,0,0,0,1637671135523406,1637671135695975,1637671135741120,1637671135813101
17,0,12,0,0,1637671136220370,0,0,0,0,0,0,1637671135813120,1637671135947601,1637671136025639,1637671136220371
18,0,12,0,0,1637671136431502,0,0,0,0,0,0,1637671136220416,1637671136236659,1637671136300590,1637671136431502
19,0,12,0,0,1637671136881545,0,0,0,0,0,0,1637671136431517,1637671136555859,1637671136621942,1637671136881545
20,0,12,0,0,1637671137183391,0,0,0,0,0,0,1637671136881574,1637671136881708,1637671137001099,1637671137183392
21,0,12,0,0,1637671137563290,0,0,0,0,0,0,1637671137183416,1637671137319660,1637671137557844,1637671137563291
