iteration, res_change_id, num_procs, delta_procs, rc_status, rc_start, get_rc_start, psetop_start, accept_start, accept_end, reinit_start, rc_end, rebalance_start, work_start, work_end, iteration_end
1,0,2,0,0,1659694516565983,0,0,0,0,0,0,1659694516552875,1659694516552879,1659694516565941,1659694516565983
2,0,2,0,0,1659694516579385,0,0,0,0,0,0,1659694516565984,1659694516565985,1659694516579379,1659694516579385
3,0,2,0,0,1659694516592645,0,0,0,0,0,0,1659694516579387,1659694516579388,1659694516592638,1659694516592645
4,0,2,0,0,1659694516605798,0,0,0,0,0,0,1659694516592647,1659694516592649,1659694516605787,1659694516605798
5,0,2,0,0,1659694516618914,0,0,0,0,0,0,1659694516605798,1659694516605800,1659694516618853,1659694516618914
6,0,2,0,0,1659694516632106,0,0,0,0,0,0,1659694516618915,1659694516618916,1659694516631921,1659694516632106
7,0,2,0,0,1659694516645298,0,0,0,0,0,0,1659694516632107,1659694516632108,1659694516645275,1659694516645298
8,0,2,0,0,1659694516658487,0,0,0,0,0,0,1659694516645299,1659694516645300,1659694516658395,1659694516658487
9,0,2,0,0,1659694516671599,0,0,0,0,0,0,1659694516658488,1659694516658489,1659694516671596,1659694516671599
10,0,2,0,0,1659694516684758,0,0,0,0,0,0,1659694516671600,1659694516671601,1659694516684756,1659694516684758
11,1,2,0,1,1659694516697917,1659694516697930,1659694516699929,1659694516700182,1659694516700401,0,1659694516700401,1659694516684759,1659694516684760,1659694516697879,1659694516700401
12,1,2,2,2,1659694516714155,1659694516714162,0,1659694516714305,1659694516715302,1659694516715302,1659694516715780,1659694516700402,1659694516700406,1659694516713841,1659694516715784
13,0,4,0,0,1659694516725047,0,0,0,0,0,0,1659694516715785,1659694516715809,1659694516722296,1659694516725047
14,0,4,0,0,1659694516734146,0,0,0,0,0,0,1659694516725051,1659694516725062,1659694516731760,1659694516734146
15,0,4,0,0,1659694516743438,0,0,0,0,0,0,1659694516734149,1659694516734159,1659694516740684,1659694516743438
16,0,4,0,0,1659694516752742,0,0,0,0,0,0,1659694516743441,1659694516743446,1659694516750020,1659694516752743
17,0,4,0,0,1659694516761806,0,0,0,0,0,0,1659694516752745,1659694516752755,1659694516759253,1659694516761806
18,0,4,0,0,1659694516771098,0,0,0,0,0,0,1659694516761807,1659694516761810,1659694516768372,1659694516771098
19,0,4,0,0,1659694516780392,0,0,0,0,0,0,1659694516771099,1659694516771101,1659694516777675,1659694516780392
20,0,4,0,0,1659694516789689,0,0,0,0,0,0,1659694516780393,1659694516780396,1659694516786982,1659694516789689
21,0,4,0,0,1659694516798976,0,0,0,0,0,0,1659694516789690,1659694516789692,1659694516796228,1659694516798976
22,0,4,0,0,1659694516808098,0,0,0,0,0,0,1659694516798977,1659694516798979,1659694516805601,1659694516808098
23,2,4,0,1,1659694516817394,1659694516817401,1659694516818631,1659694516818923,1659694516819191,0,1659694516819191,1659694516808099,1659694516808102,1659694516814690,1659694516819191
24,2,4,0,2,1659694516828289,1659694516828298,0,1659694516828478,1659694516828601,0,1659694516828601,1659694516819192,1659694516819197,1659694516825928,1659694516828601
25,2,4,2,2,1659694516836526,1659694516836531,0,1659694516836678,1659694516838040,1659694516838040,1659694516895936,1659694516828603,1659694516828608,1659694516835670,1659694516895940
26,0,6,0,0,1659694516912247,0,0,0,0,0,0,1659694516895943,1659694516906049,1659694516912153,1659694516912247
27,0,6,0,0,1659694516918485,0,0,0,0,0,0,1659694516912251,1659694516912290,1659694516918377,1659694516918485
28,0,6,0,0,1659694516924713,0,0,0,0,0,0,1659694516918489,1659694516918526,1659694516924641,1659694516924713
29,0,6,0,0,1659694516930932,0,0,0,0,0,0,1659694516924722,1659694516924752,1659694516930803,1659694516930932
30,0,6,0,0,1659694516937221,0,0,0,0,0,0,1659694516930936,1659694516930973,1659694516937169,1659694516937221
31,0,6,0,0,1659694516943446,0,0,0,0,0,0,1659694516937222,1659694516937261,1659694516943373,1659694516943446
32,0,6,0,0,1659694516949689,0,0,0,0,0,0,1659694516943449,1659694516943487,1659694516949627,1659694516949689
33,0,6,0,0,1659694516955906,0,0,0,0,0,0,1659694516949692,1659694516949731,1659694516955838,1659694516955906
34,0,6,0,0,1659694516962185,0,0,0,0,0,0,1659694516955910,1659694516955949,1659694516962148,1659694516962185
35,0,6,0,0,1659694516968466,0,0,0,0,0,0,1659694516962187,1659694516962225,1659694516968416,1659694516968466
36,3,6,2,1,1659694516974717,1659694516974724,1659694516981913,1659694516982596,1659694517026651,1659694517026651,1659694517037519,1659694516968467,1659694516968521,1659694516974619,1659694517037556
37,0,8,0,0,1659694517044015,0,0,0,0,0,0,1659694517037559,1659694517037849,1659694517042207,1659694517044015
38,0,8,0,0,1659694517048910,0,0,0,0,0,0,1659694517044030,1659694517044061,1659694517048591,1659694517048910
39,0,8,0,0,1659694517053676,0,0,0,0,0,0,1659694517048918,1659694517048956,1659694517053627,1659694517053676
40,0,8,0,0,1659694517060801,0,0,0,0,0,0,1659694517053681,1659694517053704,1659694517058251,1659694517060801
41,0,8,0,0,1659694517065712,0,0,0,0,0,0,1659694517060806,1659694517060872,1659694517065417,1659694517065712
42,0,8,0,0,1659694517070510,0,0,0,0,0,0,1659694517065717,1659694517065779,1659694517070454,1659694517070510
