res_change_id, app_start, init_start, init_end, confirm_start, confirm_end, sim_start, sim_end, finalize_start, finalize_end, start_writing, end_writing
9,1666854808813662,1666854808814730,1666854809016042,1666854809018227,1666854809825779,1666854810268791,1666854815233136,1666854815233136,1666854815238484,1666854815238489,1666854815238573
