iteration, res_change_id, num_procs, delta_procs, rc_status, rc_start, get_rc_start, psetop_start, accept_start, accept_end, reinit_start, rc_end, rebalance_start, work_start, work_end, iteration_end
1,0,2,0,0,1638899820656808,0,0,0,0,0,0,1638899820474494,1638899820474501,1638899820632614,1638899820656808
2,0,2,0,0,1638899820833390,0,0,0,0,0,0,1638899820656835,1638899820656840,1638899820810905,1638899820833391
3,0,2,0,0,1638899821007142,0,0,0,0,0,0,1638899820833421,1638899820833425,1638899821007131,1638899821007142
4,0,2,0,0,1638899821179583,0,0,0,0,0,0,1638899821007174,1638899821007175,1638899821179572,1638899821179583
5,0,2,0,0,1638899821350463,0,0,0,0,0,0,1638899821179612,1638899821179614,1638899821337077,1638899821350463
6,0,2,0,0,1638899821522788,0,0,0,0,0,0,1638899821350493,1638899821350496,1638899821522772,1638899821522788
7,0,2,0,0,1638899821694387,0,0,0,0,0,0,1638899821522839,1638899821522841,1638899821694367,1638899821694387
8,0,2,0,0,1638899821844789,0,0,0,0,0,0,1638899821694422,1638899821694423,1638899821844778,1638899821844789
9,0,2,0,0,1638899822035459,0,0,0,0,0,0,1638899821844820,1638899821864386,1638899822035449,1638899822035459
10,0,2,0,0,1638899822209324,0,0,0,0,0,0,1638899822035488,1638899822035489,1638899822186965,1638899822209324
11,1,2,4,1,1638899822359280,1638899822359323,1638899822362281,1638899822391699,1638899822433128,1638899822433131,1638899822493851,1638899822209350,1638899822209354,1638899822359269,1638899822493859
12,0,6,0,0,1638899822776846,0,0,0,0,0,0,1638899822493882,1638899822532721,1638899822651640,1638899822776847
13,0,6,0,0,1638899822973800,0,0,0,0,0,0,1638899822776898,1638899822796273,1638899822876068,1638899822973800
14,0,6,0,0,1638899823156658,0,0,0,0,0,0,1638899822973823,1638899823004769,1638899823104261,1638899823156658
15,0,6,0,0,1638899823373068,0,0,0,0,0,0,1638899823156698,1638899823188794,1638899823274216,1638899823373068
16,0,6,0,0,1638899823580655,0,0,0,0,0,0,1638899823373093,1638899823392943,1638899823486916,1638899823580655
17,0,6,0,0,1638899823753212,0,0,0,0,0,0,1638899823580681,1638899823605047,1638899823723969,1638899823753212
18,0,6,0,0,1638899823980834,0,0,0,0,0,0,1638899823753251,1638899823784646,1638899823868053,1638899823980834
19,0,6,0,0,1638899824175601,0,0,0,0,0,0,1638899823980861,1638899824004842,1638899824129988,1638899824175601
20,0,6,0,0,1638899824377668,0,0,0,0,0,0,1638899824175627,1638899824204863,1638899824290235,1638899824377668
21,0,6,0,0,1638899824583281,0,0,0,0,0,0,1638899824377694,1638899824412946,1638899824493623,1638899824583281
22,2,6,-4,1,1638899824755200,1638899824755223,1638899824828686,1638899824864591,1638899825064867,1638899825064869,1638899825065550,1638899824583312,1638899824616899,1638899824700598,1638899825065553
23,0,2,0,0,1638899825239030,0,0,0,0,0,0,1638899825065569,1638899825065621,1638899825220506,1638899825239030
24,0,2,0,0,1638899825411856,0,0,0,0,0,0,1638899825239072,1638899825239364,1638899825411846,1638899825411857
25,0,2,0,0,1638899825563952,0,0,0,0,0,0,1638899825411887,1638899825411888,1638899825563941,1638899825563952
26,0,2,0,0,1638899825737190,0,0,0,0,0,0,1638899825563986,1638899825563987,1638899825737178,1638899825737191
27,0,2,0,0,1638899825916581,0,0,0,0,0,0,1638899825737227,1638899825737229,1638899825884954,1638899825916582
28,0,2,0,0,1638899826065306,0,0,0,0,0,0,1638899825916612,1638899825916616,1638899826065296,1638899826065306
