res_change_id, app_start, init_start, init_end, confirm_start, confirm_end, sim_start, sim_end, finalize_start, finalize_end, start_writing, end_writing
3,1637675064466123,1637675064466144,1637675064553532,1637675064554030,1637675064558174,1637675065076457,1637675069395969,1637675069395969,1637675069397555,1637675069397562,1637675069397627
