res_change_id, res_change_type, res_change_size, rc_start, jdata_start, jdata_end, pset_start, rc_publish_start, apply_start, rc_end1, rc_deregistered, rc_finalized, rc_end2;
1,1,2,1637686016918277,1637686016918279,1637686016918318,1637686016918325,1637686016918345,1637686016918352,1637686016918523,0,0,1637686019874536
2,1,2,1637686021764485,1637686021764487,1637686021764537,1637686021764540,1637686021764561,1637686021764569,1637686021767397,0,0,1637686023367016
3,1,2,1637686026405322,1637686026405324,1637686026405377,1637686026405380,1637686026405400,1637686026405414,1637686026405564,0,0,1637686029163175
4,1,2,1637686031699421,1637686031699423,1637686031699488,1637686031699491,1637686031699512,1637686031699521,1637686031703450,0,0,1637686034294945
5,1,2,1637686038307405,1637686038307407,1637686038307487,1637686038307490,1637686038307511,1637686038307519,1637686038307688,0,0,1637686041509823
6,1,2,1637686046400009,1637686046400011,1637686046400108,1637686046400111,1637686046400131,1637686046400140,1637686046400287,0,0,1637686049589617
7,1,2,1637686054839848,1637686054839850,1637686054839952,1637686054839955,1637686054839976,1637686054839985,1637686054840164,0,0,1637686057957368
