res_change_id, res_change_type, res_change_size, rc_start, jdata_start, jdata_end, pset_start, rc_publish_start, apply_start, rc_end1, rc_deregistered, rc_finalized, rc_end2;
1,1,2,1637685952147151,1637685952147153,1637685952147195,1637685952147203,1637685952147221,1637685952147230,1637685952147388,0,0,1637685952175280
2,1,2,1637685954114198,1637685954114200,1637685954114240,1637685954114242,1637685954114263,1637685954114271,1637685954114433,0,0,1637685954185078
3,1,2,1637685957424118,1637685957424120,1637685957424174,1637685957424176,1637685957424197,1637685957424206,1637685957424371,0,0,1637685957595598
4,1,2,1637685960280310,1637685960280312,1637685960280375,1637685960280378,1637685960280398,1637685960280407,1637685960282105,0,0,1637685960446122
5,1,2,1637685965180538,1637685965180540,1637685965180622,1637685965180625,1637685965180650,1637685965180660,1637685965180889,0,0,1637685965296237
6,1,2,1637685970039742,1637685970039745,1637685970039845,1637685970039848,1637685970039873,1637685970039882,1637685970043328,0,0,1637685970245016
7,1,2,1637685975421136,1637685975421138,1637685975421239,1637685975421242,1637685975421261,1637685975421270,1637685975421438,0,0,1637685975662934
