res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,2,1637671565759845,1637671565759848,1637671565760685,1637671565761135,1637671565787037,0,1637671565787042
2,1,2,1637671567245011,1637671567245013,1637671567245454,1637671567245909,1637671567338731,0,1637671567338734
3,1,2,1637671569648598,1637671569648601,1637671569649085,1637671569649664,1637671569770646,0,1637671569770650
4,1,2,1637671572316746,1637671572316749,1637671572317328,1637671572319999,1637671572406174,0,1637671572406177
5,1,2,1637671575712255,1637671575712258,1637671575712964,1637671575715857,1637671575837728,0,1637671575837732
6,1,2,1637671580330708,1637671580330711,1637671580331133,1637671580335102,1637671580573289,0,1637671580573293
7,1,2,1637671585776325,1637671585776329,1637671585777141,1637671585777772,1637671586017580,0,1637671586017584
