res_change_id, res_change_type, res_change_size, rc_start, jdata_start, jdata_end, pset_start, rc_publish_start, apply_start, rc_end1, rc_deregistered, rc_finalized, rc_end2;
1,1,2,1637671565759480,1637671565759482,1637671565759520,1637671565759527,1637671565759547,1637671565759556,1637671565759711,0,0,1637671565787044
2,1,2,1637671567244664,1637671567244666,1637671567244704,1637671567244707,1637671567244727,1637671567244735,1637671567244851,0,0,1637671567338734
3,1,2,1637671569647937,1637671569647939,1637671569647999,1637671569648002,1637671569648027,1637671569648039,1637671569648209,0,0,1637671569770650
4,1,2,1637671572316436,1637671572316438,1637671572316500,1637671572316503,1637671572316524,1637671572316533,1637671572316693,0,0,1637671572406177
5,1,2,1637671575711917,1637671575711919,1637671575711998,1637671575712001,1637671575712022,1637671575712031,1637671575712198,0,0,1637671575837732
6,1,2,1637671580328045,1637671580328067,1637671580328153,1637671580328157,1637671580328179,1637671580328189,1637671580330398,0,0,1637671580573293
7,1,2,1637671585775697,1637671585775699,1637671585775805,1637671585775807,1637671585775828,1637671585775838,1637671585775991,0,0,1637671586017584
