res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,2,1637686260658129,1637686260658138,1637686260661729,1637686260663290,1637686263748073,0,1637686263748076
2,2,2,1637686265466093,1637686265466105,1637686265466131,1637686265466437,1637686265667918,1637686265675053,1637686265675059
3,1,4,1637686267857461,1637686267857465,1637686267858725,1637686267859641,1637686270359460,0,1637686270359464
4,2,4,1637686272792800,1637686272792811,1637686272792831,1637686272793200,1637686273239184,1637686273244658,1637686273244664
5,1,6,1637686275394144,1637686275394149,1637686275395964,1637686275415527,1637686277890786,0,1637686277890789
6,2,6,1637686280596145,1637686280596161,1637686280596438,1637686280596728,1637686280972251,1637686280986479,1637686280986489
7,1,8,1637686283050250,1637686283050255,1637686283052589,1637686283058226,1637686285608935,0,1637686285608939
8,2,8,1637686288563377,1637686288563395,1637686288563410,1637686288567336,1637686289241273,1637686289245876,1637686289245883
9,1,10,1637686291733597,1637686291733602,1637686291734677,1637686291735338,1637686293897899,0,1637686293897904
10,2,10,1637686297737791,1637686297737812,1637686297737843,1637686297738089,1637686298792394,1637686298796848,1637686298796856
1,1,12,1637686301317970,1637686301317977,1637686301317993,1637686301335795,1637686303997849,0,1637686303997854
2,2,12,1637686308583485,1637686308583511,1637686308583528,1637686308584228,1637686309866626,1637686309870322,1637686309870330
3,1,14,1637686312442304,1637686312442313,1637686312442334,1637686312461222,1637686314604386,0,1637686314604391
