res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,2,1637686260658526,1637686260658534,1637686260662690,1637686260663145,1637686263747377,0,1637686263747379
2,2,2,1637686265464592,1637686265464603,1637686265464620,1637686265464853,1637686265667796,1637686265675010,1637686265675035
3,1,4,1637686267857226,1637686267857229,1637686267858587,1637686267875333,1637686270359548,0,1637686270359550
4,2,4,1637686272792523,1637686272792534,1637686272792560,1637686272792776,1637686273239397,1637686273244875,1637686273244925
5,1,6,1637686275393905,1637686275393909,1637686275396302,1637686275396759,1637686277891028,0,1637686277891031
6,2,6,1637686280596317,1637686280596332,1637686280596948,1637686280597236,1637686280972296,1637686280986905,1637686280986982
7,1,8,1637686283050447,1637686283050451,1637686283057436,1637686283057968,1637686285608974,0,1637686285608977
8,2,8,1637686288558220,1637686288558237,1637686288558742,1637686288559028,1637686289241167,1637686289246181,1637686289246300
9,1,10,1637686291733729,1637686291733733,1637686291739486,1637686291739975,1637686293897938,0,1637686293897942
10,2,10,1637686297737616,1637686297737639,1637686297737881,1637686297738180,1637686298792098,1637686298796778,1637686298796938
1,1,12,1637686301306303,1637686301306307,1637686301308347,1637686301309661,1637686303997446,0,1637686303997451
2,2,12,1637686308589085,1637686308589111,1637686308589143,1637686308590659,1637686309865795,1637686309870276,1637686309870284
3,1,14,1637686312441791,1637686312441798,1637686312453816,1637686312454604,1637686314604537,0,1637686314604546
