res_change_id, app_start, init_start, init_end, confirm_start, confirm_end, sim_start, sim_end, finalize_start, finalize_end, start_writing, end_writing
0,1637671196928821,1637671196928831,1637671196981254,0,0,1637671197172047,1637671270129272,1637671270129272,1637671270130661,1637671270130668,1637671270130738
