res_change_id, app_start, init_start, init_end, confirm_start, confirm_end, sim_start, sim_end, finalize_start, finalize_end, start_writing, end_writing
0,1637671605207130,1637671605207152,1637671605285803,0,0,1637671605620698,1637671625210872,1637671625210872,1637671625236553,1637671625236561,1637671625236642
