res_change_id, res_change_type, res_change_size, rc_start, jdata_start, jdata_end, pset_start, rc_publish_start, apply_start, rc_end1, rc_deregistered, rc_finalized, rc_end2;
1,2,2,1637671610619327,1637671610619330,1637671610619373,1637671610619381,1637671610619682,1637671610619695,1637671610619704,1637671611236796,1637671611240020,1637671611240105
2,2,2,1637671616619722,1637671616619724,1637671616619748,1637671616619750,1637671616623317,1637671616623328,1637671616623336,1637671617010103,1637671617014775,1637671617014852
3,2,2,1637671621291303,1637671621291306,1637671621291331,1637671621291334,1637671621291575,1637671621291665,1637671621291674,1637671621693454,1637671621697379,1637671621697560
4,2,2,1637671624871523,1637671624871526,1637671624871555,1637671624871559,1637671624871783,1637671624871792,1637671624871798,1637671625219685,1637671625247978,1637671625248041
5,2,2,1637671627599508,1637671627599510,1637671627599534,1637671627599537,1637671627607527,1637671627607538,1637671627607595,1637671627787478,1637671627791735,1637671627791799
6,2,2,1637671629963795,1637671629963797,1637671629963820,1637671629963822,1637671629964014,1637671629964024,1637671629964028,1637671630143895,1637671630172593,1637671630172651
7,2,2,1637671631239495,1637671631239498,1637671631239519,1637671631239521,1637671631239742,1637671631239752,1637671631239759,1637671631252876,1637671631259173,1637671631259221
