res_change_id, res_change_type, res_change_size, rc_start, jdata_start, jdata_end, pset_start, rc_publish_start, apply_start, rc_end1, rc_deregistered, rc_finalized, rc_end2;
1,1,2,1637671200855647,1637671200855649,1637671200855754,1637671200855763,1637671200855787,1637671200855798,1637671200855975,0,0,1637671201062615
2,2,2,1637671206180270,1637671206180272,1637671206180306,1637671206180309,1637671206180526,1637671206180535,1637671206180539,1637671206540830,1637671206544880,1637671206544954
3,1,4,1637671210520380,1637671210520382,1637671210520532,1637671210520535,1637671210520564,1637671210520573,1637671210520766,0,0,1637671210754119
4,2,4,1637671215801913,1637671215801915,1637671215801947,1637671215801951,1637671215802154,1637671215802162,1637671215802166,1637671216206427,1637671216211459,1637671216211590
